date,city,team1,team2,toss,decision,venue,result,winner,mom,match_no
2020-10-11 00:00:00,,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,1.0,Rajasthan Royals,R Tewatia,782.0
2020-10-11 00:00:00,Abu Dhabi,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Sheikh Zayed Stadium,1.0,Mumbai Indians,Q de Kock,783.0
2020-10-12 00:00:00,,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Sharjah Cricket Stadium,1.0,Royal Challengers Bangalore,AB de Villiers,784.0
2020-10-13 00:00:00,,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Dubai International Cricket Stadium,1.0,Chennai Super Kings,RA Jadeja,785.0
2020-10-14 00:00:00,,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Dubai International Cricket Stadium,1.0,Delhi Capitals,A Nortje,786.0
2020-10-15 00:00:00,,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Sharjah Cricket Stadium,1.0,Kings XI Punjab,KL Rahul,787.0
2020-10-16 00:00:00,Abu Dhabi,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,1.0,Mumbai Indians,Q de Kock,788.0
2020-10-17 00:00:00,,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Sharjah Cricket Stadium,1.0,Delhi Capitals,S Dhawan,789.0
2020-10-17 00:00:00,,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Dubai International Cricket Stadium,1.0,Royal Challengers Bangalore,AB de Villiers,790.0
2020-10-18 00:00:00,Abu Dhabi,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sheikh Zayed Stadium,2.0,Kolkata Knight Riders,LH Ferguson,791.0
2020-10-18 00:00:00,,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Dubai International Cricket Stadium,2.0,Kings XI Punjab,KL Rahul,792.0
2020-10-19 00:00:00,Abu Dhabi,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Sheikh Zayed Stadium,1.0,Rajasthan Royals,JC Buttler,793.0
2020-10-20 00:00:00,,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Dubai International Cricket Stadium,1.0,Kings XI Punjab,S Dhawan,794.0
2020-10-21 00:00:00,Abu Dhabi,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,1.0,Royal Challengers Bangalore,Mohammed Siraj,795.0
2020-10-22 00:00:00,,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,1.0,Sunrisers Hyderabad,MK Pandey,796.0
2020-10-23 00:00:00,,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Sharjah Cricket Stadium,1.0,Mumbai Indians,TA Boult,797.0
2020-10-24 00:00:00,Abu Dhabi,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,1.0,Kolkata Knight Riders,CV Varun,798.0
2020-10-24 00:00:00,,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,1.0,Kings XI Punjab,CJ Jordan,799.0
2020-10-25 00:00:00,Abu Dhabi,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Sheikh Zayed Stadium,1.0,Rajasthan Royals,BA Stokes,800.0
2020-10-25 00:00:00,,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Dubai International Cricket Stadium,1.0,Chennai Super Kings,RD Gaikwad,801.0
2020-10-26 00:00:00,,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Sharjah Cricket Stadium,1.0,Kings XI Punjab,CH Gayle,802.0
2020-10-27 00:00:00,,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Dubai International Cricket Stadium,1.0,Sunrisers Hyderabad,WP Saha,803.0
2020-10-28 00:00:00,Abu Dhabi,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Sheikh Zayed Stadium,1.0,Mumbai Indians,SA Yadav,804.0
2020-10-29 00:00:00,,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Dubai International Cricket Stadium,1.0,Chennai Super Kings,RD Gaikwad,805.0
2020-10-30 00:00:00,Abu Dhabi,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Sheikh Zayed Stadium,1.0,Rajasthan Royals,BA Stokes,806.0
2020-10-31 00:00:00,,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,1.0,Sunrisers Hyderabad,Sandeep Sharma,807.0
2020-11-02 00:00:00,Abu Dhabi,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,1.0,Delhi Capitals,A Nortje,808.0
2020-11-01 00:00:00,Abu Dhabi,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Sheikh Zayed Stadium,1.0,Chennai Super Kings,RD Gaikwad,809.0
2020-11-01 00:00:00,,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Dubai International Cricket Stadium,1.0,Kolkata Knight Riders,PJ Cummins,810.0
2020-10-31 00:00:00,,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Dubai International Cricket Stadium,1.0,Mumbai Indians,Ishan Kishan,811.0
2020-11-03 00:00:00,,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,1.0,Sunrisers Hyderabad,S Nadeem,812.0
2020-11-05 00:00:00,,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Dubai International Cricket Stadium,1.0,Mumbai Indians,JJ Bumrah,813.0
2020-11-06 00:00:00,Abu Dhabi,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sheikh Zayed Stadium,1.0,Sunrisers Hyderabad,KS Williamson,814.0
2020-11-08 00:00:00,Abu Dhabi,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sheikh Zayed Stadium,1.0,Delhi Capitals,MP Stoinis,815.0
2020-11-10 00:00:00,,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Dubai International Cricket Stadium,1.0,Mumbai Indians,TA Boult,816.0
09-04-2021,Bangalore,Mumbai,Bangalore,Bangalore,field,MA Chidambaram Stadium,1.0,Bangalore,Harshal Patel,817.0
10-04-2021,Mumbai,Chennai,Delhi,Delhi ,field,Wankhede Stadium,1.0,Delhi ,Shikhar Dhawan,818.0
11-04-2021,Bangalore,Hyderabad,Kolkata,Hyderabad,field,MA Chidambaram Stadium,1.0,Kolkata  ,Nitish Rana,819.0
12-04-2021,Mumbai,Rajasthan,Punjab,Rajasthan ,field,Wankhede Stadium,1.0,Punjab ,Sanju Samson,820.0
13-04-2021,Bangalore,Kolkata,Mumbai,Kolkata  ,field,MA Chidambaram Stadium,1.0,Mumbai ,Rahul Chahar,821.0
14-04-2021,Bangalore,Hyderabad,Bangalore,Hyderabad,field,MA Chidambaram Stadium,1.0,Bangalore,Glenn Maxwell,822.0
15-04-2021,Mumbai,Rajasthan,Delhi,Rajasthan ,field,Wankhede Stadium,1.0,Rajasthan ,Jaydev Unadkat,823.0
16-04-2021,Mumbai,Punjab,Chennai,Chennai  ,field,Wankhede Stadium,1.0,Chennai  ,Deepak Chahar,824.0
17-04-2021,Bangalore,Mumbai,Hyderabad,Mumbai ,bat,MA Chidambaram Stadium,1.0,Mumbai ,Kieron Pollard,825.0
18-04-2021,Mumbai,Delhi,Punjab,Delhi ,field,Wankhede Stadium,1.0,Delhi ,Shikhar Dhawan,826.0
18-04-2021,Bangalore,Bangalore,Kolkata,Bangalore,bat,MA Chidambaram Stadium,1.0,Bangalore,AB de Villiers,827.0
19-04-2021,Mumbai,Chennai,Rajasthan,Rajasthan ,field,Wankhede Stadium,1.0,Chennai  ,Moeen Ali,828.0
20-04-2021,Bangalore,Delhi,Mumbai,Mumbai ,bat,MA Chidambaram Stadium,1.0,Delhi ,Amit Mishra,829.0
21-04-2021,Mumbai,Kolkata,Chennai,Kolkata  ,field,Wankhede Stadium,1.0,Chennai  ,Faf du Plessis,830.0
21-04-2021,Bangalore,Punjab,Hyderabad,Punjab ,bat,MA Chidambaram Stadium,1.0,Hyderabad,Jonny Bairstow,831.0
22-04-2021,Mumbai,Bangalore,Rajasthan,Bangalore,field,Wankhede Stadium,1.0,Bangalore,Devdutt Padikkal,832.0
23-04-2021,Bangalore,Punjab,Mumbai,Punjab ,field,MA Chidambaram Stadium,1.0,Punjab ,KL Rahul,833.0
24-04-2021,Mumbai,Rajasthan,Kolkata,Rajasthan ,field,Wankhede Stadium,1.0,Rajasthan ,Chris Morris,834.0
25-04-2021,Mumbai,Chennai,Bangalore,Chennai  ,bat,Wankhede Stadium,1.0,Chennai  ,Ravindra Jadeja,835.0
25-04-2021,Bangalore,Hyderabad,Delhi,Delhi ,bat,MA Chidambaram Stadium,1.0,Delhi ,Prithvi Shaw,836.0
26-04-2021,Ahmedabad,Punjab,Kolkata,Kolkata  ,field,Narendra Modi Stadium,1.0,Kolkata  ,Eoin Morgan,837.0
27-04-2021,Ahmedabad,Delhi,Bangalore,Delhi ,field,Narendra Modi Stadium,1.0,Bangalore,AB de Villiers,838.0
28-04-2021,Delhi,Chennai,Hyderabad,Hyderabad,bat,Arun Jaitley Stadium,1.0,Chennai  ,Ruturaj Gaikwad,839.0
29-04-2021,Delhi,Mumbai,Rajasthan,Mumbai ,field,Arun Jaitley Stadium,1.0,Mumbai ,Quinton de Kock,840.0
29-04-2021,Ahmedabad,Delhi,Kolkata,Delhi ,field,Narendra Modi Stadium,1.0,Delhi ,Prithvi Shaw,841.0
30-04-2021,Ahmedabad,Punjab,Bangalore,Bangalore,field,Narendra Modi Stadium,1.0,Punjab ,Harpreet Brar,842.0
01-05-2021,Delhi,Mumbai,Chennai,Mumbai ,field,Arun Jaitley Stadium,1.0,Mumbai ,Kieron Pollard,843.0
02-05-2021,Ahmedabad,Punjab,Delhi,Delhi ,field,Narendra Modi Stadium,1.0,Delhi ,Mayank Agarwal,844.0
02-05-2021,Delhi,Rajasthan,Hyderabad,Hyderabad,field,Arun Jaitley Stadium,1.0,Rajasthan ,Jos Buttler,845.0
19-09-2021,Dubai,Chennai,Mumbai,Chennai  ,bat,Dubai International Cricket Stadium,1.0,Chennai  ,Ruturaj Gaikwad,846.0
20-09-2021,UAE,Kolkata,Bangalore,Bangalore,bat,Sheikh Zayed Stadium,1.0,Kolkata  ,Varun Chakravarthy,847.0
21-09-2021,Dubai,Punjab,Rajasthan,Punjab ,field,Dubai International Cricket Stadium,1.0,Rajasthan ,Kartik Tyagi,848.0
22-09-2021,Dubai,Delhi,Hyderabad,Hyderabad,bat,Dubai International Cricket Stadium,1.0,Delhi ,Anrich Nortje,849.0
23-09-2021,UAE,Mumbai,Kolkata,Kolkata  ,field,Sheikh Zayed Stadium,1.0,Kolkata  ,Sunil Narine,850.0
24-09-2021,Sharjah,Bangalore,Chennai,Chennai  ,field,Sharjah Cricket Stadium,1.0,Chennai  ,Dwayne Bravo,851.0
25-09-2021,Sharjah,Hyderabad,Punjab,Hyderabad,field,Sharjah Cricket Stadium,1.0,Punjab ,Jason Holder,852.0
25-09-2021,UAE,Delhi,Rajasthan,Rajasthan ,field,Sheikh Zayed Stadium,1.0,Delhi ,Shreyas Iyer,853.0
26-09-2021,UAE,Chennai,Kolkata,Kolkata  ,bat,Sheikh Zayed Stadium,1.0,Chennai  ,Ravindra Jadeja,854.0
26-09-2021,Dubai,Bangalore,Mumbai,Mumbai ,field,Dubai International Cricket Stadium,1.0,Bangalore,Glenn Maxwell,855.0
27-09-2021,Dubai,Hyderabad,Rajasthan,Rajasthan ,bat,Dubai International Cricket Stadium,1.0,Hyderabad,Jason Roy,856.0
28-09-2021,Sharjah,Kolkata,Delhi,Kolkata  ,field,Sharjah Cricket Stadium,1.0,Kolkata  ,Sunil Narine,857.0
28-09-2021,UAE,Mumbai,Punjab,Mumbai ,field,Sheikh Zayed Stadium,1.0,Mumbai ,Kieron Pollard,858.0
29-09-2021,Dubai,Bangalore,Rajasthan,Bangalore,field,Dubai International Cricket Stadium,1.0,Bangalore,Yuzvendra Chahal,859.0
30-09-2021,Sharjah,Hyderabad,Chennai,Chennai  ,field,Sharjah Cricket Stadium,1.0,Chennai  ,Josh Hazlewood,860.0
01-10-2021,Dubai,Kolkata,Punjab,Punjab ,field,Dubai International Cricket Stadium,1.0,Punjab ,KL Rahul,861.0
02-10-2021,UAE,Rajasthan,Chennai,Rajasthan ,field,Sheikh Zayed Stadium,1.0,Rajasthan ,Ruturaj Gaikwad,862.0
02-10-2021,Sharjah,Mumbai,Delhi,Delhi ,field,Sharjah Cricket Stadium,1.0,Delhi ,Axar Patel,863.0
03-10-2021,Sharjah,Bangalore,Punjab,Bangalore,bat,Sharjah Cricket Stadium,1.0,Bangalore,Glenn Maxwell,864.0
03-10-2021,Dubai,Kolkata,Hyderabad,Hyderabad,bat,Dubai International Cricket Stadium,1.0,Kolkata  ,Shubman Gill,865.0
04-10-2021,Dubai,Delhi,Chennai,Delhi ,field,Dubai International Cricket Stadium,1.0,Delhi ,Axar Patel,866.0
05-10-2021,Sharjah,Rajasthan,Mumbai,Mumbai ,field,Sharjah Cricket Stadium,1.0,Mumbai ,Nathan Coulter-Nile,867.0
06-10-2021,UAE,Bangalore,Hyderabad,Bangalore,field,Sheikh Zayed Stadium,1.0,Hyderabad,Kane Williamson,868.0
07-10-2021,Sharjah,Kolkata,Rajasthan,Rajasthan ,field,Sharjah Cricket Stadium,1.0,Kolkata  ,Shivam Mavi,869.0
07-10-2021,Dubai,Chennai,Punjab,Punjab ,field,Dubai International Cricket Stadium,1.0,Punjab ,KL Rahul,870.0
08-10-2021,Dubai,Bangalore,Delhi,Bangalore,field,Dubai International Cricket Stadium,1.0,Bangalore,Srikar Bharat,871.0
08-10-2021,UAE,Hyderabad,Mumbai,Mumbai ,bat,Sheikh Zayed Stadium,1.0,Mumbai ,Ishan Kishan,872.0
10-10-2021,Dubai,Delhi,Chennai,Chennai  ,field,Dubai International Cricket Stadium,1.0,Chennai  ,Ruturaj Gaikwad,873.0
11-10-2021,Sharjah,Bangalore,Kolkata,Bangalore,bat,Sharjah Cricket Stadium,1.0,Kolkata  ,Sunil Narine,874.0
13-10-2021,Sharjah,Delhi,Kolkata,Kolkata  ,field,Sharjah Cricket Stadium,1.0,Kolkata  ,Venkatesh Iyer,875.0
15-10-2021,Dubai,Chennai,Kolkata,Kolkata  ,field,Dubai International Cricket Stadium,1.0,Chennai  ,Faf du Plessis,876.0
29-05-2022,Ahmedabad,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,"Narendra Modi Stadium, Ahmedabad",,Gujarat Titans,HH Pandya,950.0
27-05-2022,Ahmedabad,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"Narendra Modi Stadium, Ahmedabad",,Rajasthan Royals,JC Buttler,949.0
25-05-2022,Kolkata,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,"Eden Gardens, Kolkata",,Royal Challengers Bangalore,RM Patidar,948.0
24-05-2022,Kolkata,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,"Eden Gardens, Kolkata",,Gujarat Titans,DA Miller,947.0
22-05-2022,Mumbai,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,"Wankhede Stadium, Mumbai",,Punjab Kings,Harpreet Brar,946.0
21-05-2022,Mumbai,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",,Mumbai Indians,JJ Bumrah,945.0
20-05-2022,Mumbai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,"Brabourne Stadium, Mumbai",,Rajasthan Royals,R Ashwin,944.0
19-05-2022,Mumbai,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,"Wankhede Stadium, Mumbai",,Royal Challengers Bangalore,V Kohli,943.0
18-05-2022,Navi Mumbai,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,"Dr DY Patil Sports Academy, Mumbai",,Lucknow Super Giants,Q de Kock,942.0
17-05-2022,Mumbai,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",,Sunrisers Hyderabad,RA Tripathi,941.0
16-05-2022,Navi Mumbai,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Dr DY Patil Sports Academy, Mumbai",,Delhi Capitals,SN Thakur,940.0
15-05-2022,Mumbai,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,"Brabourne Stadium, Mumbai",,Rajasthan Royals,TA Boult,939.0
15-05-2022,Mumbai,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,"Wankhede Stadium, Mumbai",,Gujarat Titans,WP Saha,938.0
14-05-2022,Pune,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,"Maharashtra Cricket Association Stadium, Pune",,Kolkata Knight Riders,AD Russell,937.0
13-05-2022,Mumbai,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Brabourne Stadium, Mumbai",,Punjab Kings,JM Bairstow,936.0
12-05-2022,Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",,Mumbai Indians,DR Sams,935.0
11-05-2022,Navi Mumbai,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,"Dr DY Patil Sports Academy, Mumbai",,Delhi Capitals,MR Marsh,934.0
10-05-2022,Pune,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,Shubman Gill,933.0
09-05-2022,Navi Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,"Dr DY Patil Sports Academy, Mumbai",,Kolkata Knight Riders,JJ Bumrah,932.0
08-05-2022,Navi Mumbai,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,"Dr DY Patil Sports Academy, Mumbai",,Chennai Super Kings,DP Conway,931.0
08-05-2022,Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,"Wankhede Stadium, Mumbai",,Royal Challengers Bangalore,PWH de Silva,930.0
07-05-2022,Pune,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,Avesh Khan,929.0
07-05-2022,Mumbai,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,"Wankhede Stadium, Mumbai",,Rajasthan Royals,YBK Jaiswal,928.0
06-05-2022,Mumbai,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,"Brabourne Stadium, Mumbai",,Mumbai Indians,TH David,927.0
05-05-2022,Mumbai,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Brabourne Stadium, Mumbai",,Delhi Capitals,DA Warner,926.0
04-05-2022,Pune,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,"Maharashtra Cricket Association Stadium, Pune",,Royal Challengers Bangalore,HV Patel,925.0
03-05-2022,Navi Mumbai,Gujarat Titans,Punjab Kings,Gujarat Titans,bat,"Dr DY Patil Sports Academy, Mumbai",,Punjab Kings,K Rabada,924.0
02-05-2022,Mumbai,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",,Kolkata Knight Riders,RK Singh,923.0
01-05-2022,Pune,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Maharashtra Cricket Association Stadium, Pune",,Chennai Super Kings,RD Gaikwad,922.0
01-05-2022,Mumbai,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Mohsin Khan,921.0
30-04-2022,Navi Mumbai,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,"Dr DY Patil Sports Academy, Mumbai",,Mumbai Indians,SA Yadav,920.0
30-04-2022,Mumbai,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,"Brabourne Stadium, Mumbai",,Gujarat Titans,R Tewatia,919.0
29-04-2022,Pune,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,"Maharashtra Cricket Association Stadium, Pune",,Lucknow Super Giants,KH Pandya,918.0
28-04-2022,Mumbai,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",,Delhi Capitals,Kuldeep Yadav,917.0
27-04-2022,Mumbai,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,"Wankhede Stadium, Mumbai",,Gujarat Titans,Umran Malik,916.0
26-04-2022,Pune,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune",,Rajasthan Royals,R Parag,915.0
25-04-2022,Mumbai,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,"Wankhede Stadium, Mumbai",,Punjab Kings,S Dhawan,914.0
24-04-2022,Mumbai,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,KL Rahul,913.0
23-04-2022,Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Brabourne Stadium, Mumbai",,Sunrisers Hyderabad,M Jansen,912.0
23-04-2022,Navi Mumbai,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Rashid Khan,911.0
22-04-2022,Mumbai,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",,Rajasthan Royals,JC Buttler,910.0
21-04-2022,Navi Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,"Dr DY Patil Sports Academy, Mumbai",,Chennai Super Kings,Mukesh Choudhary,909.0
20-04-2022,Mumbai,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Brabourne Stadium, Mumbai",,Delhi Capitals,Kuldeep Yadav,908.0
19-04-2022,Mumbai,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,"Dr DY Patil Sports Academy, Mumbai",,Royal Challengers Bangalore,F du Plessis,907.0
18-04-2022,Mumbai,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Brabourne Stadium, Mumbai",,Rajasthan Royals,YS Chahal,906.0
17-04-2022,Pune,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,DA Miller,905.0
17-04-2022,Mumbai,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",,Sunrisers Hyderabad,Umran Malik,904.0
16-04-2022,Mumbai,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",,Royal Challengers Bangalore,KD Karthik,903.0
16-04-2022,Mumbai,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,"Brabourne Stadium, Mumbai",,Lucknow Super Giants,KL Rahul,902.0
15-04-2022,Mumbai,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Brabourne Stadium, Mumbai",,Sunrisers Hyderabad,RA Tripathi,901.0
14-04-2022,Mumbai,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,HH Pandya,900.0
13-04-2022,Pune,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Maharashtra Cricket Association Stadium, Pune",,Punjab Kings,MA Agarwal,899.0
12-04-2022,Mumbai,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Dr DY Patil Sports Academy, Mumbai",,Chennai Super Kings,S Dube,898.0
11-04-2022,Mumbai,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",,Sunrisers Hyderabad,KS Williamson,897.0
10-04-2022,Mumbai,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Brabourne Stadium, Mumbai",,Delhi Capitals,Kuldeep Yadav,895.0
10-04-2022,Mumbai,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,"Wankhede Stadium, Mumbai",,Rajasthan Royals,YS Chahal,896.0
09-04-2022,Pune,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune",,Royal Challengers Bangalore,Anuj Rawat,894.0
09-04-2022,Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",,Sunrisers Hyderabad,Abhishek Sharma,893.0
08-04-2022,Mumbai,Punjab Kings,Gujarat Titans,Gujarat Titans,field,"Brabourne Stadium, Mumbai",,Gujarat Titans,Shubman Gill,892.0
07-04-2022,Mumbai,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,"Dr DY Patil Sports Academy, Mumbai",,Lucknow Super Giants,Q de Kock,891.0
06-04-2022,Pune,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune",,Kolkata Knight Riders,PJ Cummins,890.0
05-04-2022,Mumbai,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Wankhede Stadium, Mumbai",,Royal Challengers Bangalore,KD Karthik,889.0
04-04-2022,Mumbai,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",,Lucknow Super Giants,Avesh Khan,888.0
03-04-2022,Mumbai,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,"Brabourne Stadium, Mumbai",,Punjab Kings,LS Livingstone,887.0
02-04-2022,Pune,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,"Maharashtra Cricket Association Stadium, Pune",,Gujarat Titans,LH Ferguson,886.0
02-04-2022,Mumbai,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,"Dr DY Patil Sports Academy, Mumbai",,Rajasthan Royals,JC Buttler,885.0
01-04-2022,Mumbai,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",,Kolkata Knight Riders,UT Yadav,884.0
31-03-2022,Mumbai,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,"Brabourne Stadium, Mumbai",,Lucknow Super Giants,E Lewis,883.0
30-03-2022,Mumbai,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Dr DY Patil Sports Academy, Mumbai",,Royal Challengers Bangalore,PWH de Silva,882.0
29-03-2022,Pune,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Maharashtra Cricket Association Stadium, Pune",,Rajasthan Royals,SV Samson,881.0
28-03-2022,Mumbai,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,"Wankhede Stadium, Mumbai",,Gujarat Titans,Mohammed Shami,880.0
27-03-2022,Mumbai,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,"Dr DY Patil Sports Academy, Mumbai",,Punjab Kings,OF Smith,879.0
27-03-2022,Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Brabourne Stadium, Mumbai",,Delhi Capitals,Kuldeep Yadav,878.0
